Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
3/12/17 19:47,Omidyar Network and the Anti-Defamation League are launching a center to combat cyberhate,TechCrunch,Atherton,CA,https://techcrunch.com/2017/03/12/omidyar-network-and-the-anti-defamation-league-are-launching-a-center-to-combat-cyberhate/,,
3/12/17 20:33,University City aldermen to vote on hate crime bill,KSDK.com,St. Louis,MO,http://www.ksdk.com/news/local/university-city-aldermen-to-vote-on-hate-crime-bill/421984184,,
3/12/17 21:07,"Senate sends loud, clear message on hate crimes",Alpena News,Alpena,MI,http://www.thealpenanews.com/opinion/editorials-and-columns/2017/03/senate-sends-loud-clear-message-on-hate-crimes/,,
3/13/17 5:00,Rise in hate crimes spurs launch of database and hotline,AZCentral.com,,AZ,http://www.azcentral.com/story/news/politics/2017/03/13/hate-crimes-incidents-database-hotline-lawyers-services-trump/99095440/,,
3/13/17 5:00,Carry my bones',Mennonite World Review,Newton,Kansas,http://mennoworld.org/2017/03/13/editorial/carry-my-bones/,,
3/13/17 5:33,U. City Debates Hate Crime Registry,CBS St. Louis,,,http://stlouis.cbslocal.com/2017/03/13/u-city-debates-hate-crime-registry/,,
3/13/17 8:45,The Bully Pulpit: Indiana SB 439 & Hate Crimes,Peacock Panache,,,http://www.peacock-panache.com/2017/03/indiana-sb439-hate-crimes-30015.html,,
3/13/17 8:56,Justin Whittington to be sentenced today in hate crime,KERO 23ABC News,Bakersfield,CA,http://www.turnto23.com/news/local-news/justin-whittington-to-be-sentenced-today-in-hate-crime,,
3/13/17 9:15,JCRI to hold seminar on hate crimes April 13,AL.com,Birmingham,AL,http://www.al.com/news/anniston-gadsden/index.ssf/2017/03/jcri_to_hold_seminar_on_hate_c.html,,
3/13/17 9:18,UPDATED: Police Arrest Man In DC LGBT Community Center Attack,DCist.com,Washington,DC,http://dcist.com/2017/03/casa_ruby_vandalized_and_employee_a.php,,
3/13/17 9:30,Hatred on the Homefront,The Devil's Advocate,Durham,CT,http://crhsnews.com/5706/opinion/hatred-on-the-homefront/,,
3/13/17 9:52,"Man Tries to Burn Down Convenience Store, Thinking Indian Manager Was Arabic",LawNewz,,,http://lawnewz.com/crazy/man-tries-to-burn-down-convenience-store-thinking-indian-manager-was-arabic/,,
3/13/17 10:21,Blumenthal unveils bill to toughen federal hate crimes law,Charlotte Observer,Charlotte,NC,http://www.charlotteobserver.com/news/politics-government/national-politics/article138202793.html,,
3/13/17 11:33,South Africa launches hate crime unit with Nigeria,Al Jazeera America,New York,NY,http://www.aljazeera.com/news/2017/03/south-africa-launches-hate-crime-unit-nigeria-170313171503090.html,,
3/13/17 11:33,"Wave of Vandalism, Violence Hits LGBTQ Centers Across Nation",NBCNews.com,,,http://www.nbcnews.com/feature/nbc-out/wave-vandalism-violence-hits-lgbtq-centers-across-nation-n732761,,
3/13/17 12:18,OCC student charged with hate crime,Coast Report,Costa Mesa,CA,http://www.coastreportonline.com/campus_news/campus/article_dd59ed22-0818-11e7-bde9-d7627198d8cc.html,,
3/13/17 12:41,"New Yorkers Can Now Get $20,000 For Helping Catch A Hate Crime Suspect",Patch.com,New York,,http://patch.com/new-york/ditmaspark/new-yorkers-can-now-get-20-000-tattling-hate-crime-suspect,,
